mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.029547739028930663,0.0006909644606516034,0.006640052795410157,0.00040854400934909555,0.1,0.01,rbf,"{'model__C': 0.1, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.9896800825593395,0.9623323013415893,0.9989680082559339,0.9948400412796699,0.9901960784313726,0.987203302373581,0.012887093749732932,29,0.98687435500516,0.9947110423116615,0.9871001031991744,0.9875515995872033,0.9863261093911249,0.9885126418988648,0.003124226110055859
0.014091396331787109,0.001032734590946379,0.004252147674560547,0.0003362802704047269,0.1,0.1,linear,"{'model__C': 0.1, 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.9891640866873064,0.9742002063983488,0.9994840041279669,0.9953560371517027,0.9979360165118679,0.9912280701754386,0.009213091484278893,13,0.9963557791537667,0.9986455108359134,0.9947755417956656,0.9959042827657378,0.9934855521155831,0.9958333333333332,0.0017214717742005667
0.041321420669555665,0.0025943637183168822,0.01079564094543457,0.0027600909165446863,0.1,0.1,rbf,"{'model__C': 0.1, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9860681114551083,0.95562435500516,0.9994840041279669,0.9927760577915377,0.9829721362229102,0.9833849329205367,0.015002618801011378,36,0.9865841073271414,0.994388544891641,0.986390608875129,0.9875515995872033,0.9865196078431373,0.9882868937048505,0.0030786192218351114
0.016312122344970703,0.001601642899911611,0.004366445541381836,0.00020029745616299228,1.0,scale,linear,"{'model__C': 1, 'model__gamma': 'scale', 'model__kernel': 'linear'}",0.9829721362229102,0.977296181630547,0.9994840041279669,0.9798761609907121,0.9979360165118679,0.9875128998968007,0.009330255564330795,24,0.996517027863777,0.9994195046439629,0.9957430340557276,0.9975167698658411,0.994420794633643,0.9967234262125905,0.0016854740762326846
0.027882146835327148,0.009014053043224895,0.005908823013305664,0.000740825672507845,1.0,scale,rbf,"{'model__C': 1, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.9943240454076367,0.9695562435500515,1.0,1.0,0.9948400412796697,0.9917440660474716,0.011356599087502426,11,0.9973877708978328,0.9996130030959752,0.9968072755417957,0.9982907636738906,0.9962912796697627,0.9976780185758514,0.0011734652604914728
0.015315914154052734,0.000873379247566887,0.004580211639404297,0.0004370585294062749,1.0,auto,linear,"{'model__C': 1, 'model__gamma': 'auto', 'model__kernel': 'linear'}",0.9829721362229102,0.977296181630547,0.9994840041279669,0.9798761609907121,0.9979360165118679,0.9875128998968007,0.009330255564330795,24,0.996517027863777,0.9994195046439629,0.9957430340557276,0.9975167698658411,0.994420794633643,0.9967234262125905,0.0016854740762326846
0.02124958038330078,0.001552753001164054,0.005722713470458984,0.0006149513250114111,1.0,auto,rbf,"{'model__C': 1, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.9943240454076367,0.9695562435500515,1.0,1.0,0.9948400412796697,0.9917440660474716,0.011356599087502426,11,0.9973877708978328,0.9996130030959752,0.9968072755417957,0.9982907636738906,0.9962912796697627,0.9976780185758514,0.0011734652604914728
0.01924605369567871,0.004178222780666945,0.004683113098144532,0.0007169905858360825,1.0,0.001,linear,"{'model__C': 1, 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.9829721362229102,0.977296181630547,0.9994840041279669,0.9798761609907121,0.9979360165118679,0.9875128998968007,0.009330255564330795,24,0.996517027863777,0.9994195046439629,0.9957430340557276,0.9975167698658411,0.994420794633643,0.9967234262125905,0.0016854740762326846
0.031145048141479493,0.0036856246294013286,0.007598686218261719,0.0020364626813184922,1.0,0.001,rbf,"{'model__C': 1, 'model__gamma': 0.001, 'model__kernel': 'rbf'}",0.9938080495356036,0.9659442724458205,0.9994840041279669,0.9994840041279669,0.9948400412796697,0.9907120743034055,0.012601291112788114,19,0.9890673374613004,0.9963235294117647,0.989486584107327,0.9900670794633644,0.9893253353973168,0.9908539731682147,0.0027544074002137813
0.01745014190673828,0.0028254373245384513,0.0049629688262939455,0.0005279902550206524,1.0,0.01,linear,"{'model__C': 1, 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.9829721362229102,0.977296181630547,0.9994840041279669,0.9798761609907121,0.9979360165118679,0.9875128998968007,0.009330255564330795,24,0.996517027863777,0.9994195046439629,0.9957430340557276,0.9975167698658411,0.994420794633643,0.9967234262125905,0.0016854740762326846
0.018914461135864258,0.00039341646167613135,0.005594730377197266,0.0003893468689837375,1.0,0.01,rbf,"{'model__C': 1, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.9958720330237357,0.9716202270381837,1.0,1.0,0.9979360165118679,0.9930856553147575,0.010841317636052733,7,0.9954850361197111,0.999000257997936,0.9942595459236325,0.9956462848297213,0.993937048503612,0.9956656346749225,0.00179542745268026
0.015621614456176759,0.001193063106544231,0.004651498794555664,0.0007058802046807843,1.0,0.1,linear,"{'model__C': 1, 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.9829721362229102,0.977296181630547,0.9994840041279669,0.9798761609907121,0.9979360165118679,0.9875128998968007,0.009330255564330795,24,0.996517027863777,0.9994195046439629,0.9957430340557276,0.9975167698658411,0.994420794633643,0.9967234262125905,0.0016854740762326846
